id,name,description,projectId,parentId,estimatedHours,isActive,createdAt,updatedAt,recurrence,evaluatedBy,evaluationNotes,evaluatedAt,createdBy,dueDate,isShared,reminderDate,reminderTime,soundEnabled,completedAt,priority,status,hrTimesheetId,complexity,trainingLevel,masteryLevel,understandingLevel,activityType,activityName,periodicity
uOmSpVZYVgKN931Z5Rwot,Gestion Administrative du Personnel,"2 fiches d'objectifs de l'Institut ",,,8,true,2025-11-12 11:18:39.27,2025-11-12 11:18:39.27,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-12 11:12:32.147,false,,,true,,MEDIUM,IN_PROGRESS,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,OPERATIONAL,Gestion Administrative du Personnel,DAILY
uoSgSE7UnRhDasI8wRuw_,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting :  Revue des dossiers des stagiaire de la CDC,,,8,true,2025-11-13 12:50:29.828,2025-11-13 12:50:29.828,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-03 23:00:00,false,,,true,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,AUTRES - Contrôle et Reporting,MONTHLY
UVrCLQSDlnWqhyve78Md2,AUTRES - Administration,Conception d'un CV mme ZEMOO,,,2,true,2025-12-19 08:42:39.755,2025-12-19 08:42:39.755,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-15 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,p63hpGeKJSTJIA8LM7GbM,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
V_lsDwvE2yfT0jofzDLPQ,AUTRES - Développement/Learning,"Autres activités de développement et formation : Chapitre deux de la convention collective ",,,1,true,2025-12-22 10:35:32.804,2025-12-22 10:35:32.804,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-18 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
V08d2v70tU23expP20oI2,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présence au poste des agents ODILLON,,,0.5,true,2025-12-23 11:34:33.739,2025-12-23 11:34:33.739,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-23 11:32:47.9,false,,,true,,MEDIUM,DONE,cWlBw0hdFeSqS-BiGFPsp,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
V6kZVR8cyXCdHFaGeLc4x,Formation,"Formation sur Chronodil ",,,8,true,2025-11-10 09:30:00.043,2025-11-10 09:30:00.043,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-10 09:26:24.406,false,,,true,,MEDIUM,IN_PROGRESS,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,Formation,DAILY
Vi-vadGNEI2PrCjFvK-k-,Réunion,Réunion ADG SEEG,,,1,true,2025-11-10 08:40:20.669,2025-11-10 08:40:20.669,,,,,iV8MaMrFXuMT04aqkjJYXzvupR9n47Qq,2025-11-09 23:00:00,false,,,false,,MEDIUM,DONE,JwGH7d18lVnNxpntYKs7Z,MOYEN,,,,OPERATIONAL,Réunion,DAILY
vpV7Q2TcWlRjQ_GrLC1AO,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présence au poste des agents ODILLON,,,0.5,true,2025-12-09 17:54:48.137,2025-12-09 17:54:48.137,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-06 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Indicateurs de performance,MONTHLY
VSCiGoKSa5bt1oxt_tM3A,AUTRES - Développement/Learning,Autres activités de développement et formation : Convention collectif du commerce,,,1,true,2025-12-19 10:01:04.982,2025-12-19 10:01:04.982,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-16 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
VsmvWJdTPstimUMX_hdo-,Formation,"formation sur l'utilisation de chronodil ",,,32,true,2025-11-10 09:13:07.206,2025-11-10 09:13:07.206,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-13 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,OPERATIONAL,Formation,WEEKLY
vw4qEhvN8sjnEN26Ztdw2,Entretiens de recrutement,"Présente aux entretiens ",,,7,true,2025-11-17 11:13:54.851,2025-11-17 11:13:54.851,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-06 23:00:00,false,,,true,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,Entretiens de recrutement,PUNCTUAL
VzaYAWIXeCFicmK_J2DTq,Déplacement professionnel externe,Déplacement pour mission professionnelle hors de l'entreprise,,,2,true,2025-12-15 15:13:46.603,2025-12-15 15:13:46.603,,,,,5CUbS4Ww95utj7iNfbi5WHq8gRcFt1U3,2025-12-14 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,9IvRkKN2Z8nko6ZKhAe0q,MOYEN,,,,OPERATIONAL,Déplacement professionnel externe,DAILY
w8W8qCp5Yi04dEd5A1j5F,Rédaction des fiches d'objectifs,Rédaction des fiches d'objectifs de l'Institut,,,4,true,2025-12-02 11:52:38.276,2025-12-02 11:52:38.276,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-02 08:08:24.495,false,,,true,,MEDIUM,DONE,uEw2JOGCS48WADhQTjScf,MOYEN,,,,OPERATIONAL,Rédaction des fiches d'objectifs,PUNCTUAL
wbf0_1uqM-8LGNgyoX1NM,Rédaction des fiches de poste,Rédaction d'une fiche de poste,,,2,true,2025-11-17 10:06:08.869,2025-11-17 10:06:08.869,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-11 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
wbIIFLmo2s444G6QDh-Pi,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting : Mise en place de la V2 du support d'aide et de guide d'utilisation de Chronodil.,,,3,true,2025-11-28 09:48:07.99,2025-11-28 09:48:07.99,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-20 23:00:00,false,,,false,,MEDIUM,DONE,-90HwbzlF3pt8Pbl08ACg,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
WcL3AaPDutuNVYQrFlW86,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présence au poste des agents ODILLON,,,0.5,true,2025-12-17 10:08:01.507,2025-12-17 10:08:01.507,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-15 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
We-5KY-0sHJ-6gQUnkkWL,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Collecte des données d'absences du mois en attente des données de la dernière semaine pour le calcul,,,1,true,2025-12-01 14:37:06.526,2025-12-01 14:37:06.526,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-23 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,Indicateurs de performance,MONTHLY
WlOnhwUyJtNAkrlhZiYLb,AUTRES - Administration,"Montage de l'organigramme de l’Institut ",,,3,true,2025-11-17 11:04:50.719,2025-11-17 11:04:50.719,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-03 23:00:00,false,,,true,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
WNQqZhtQFOfu6PbHNfKY0,AUTRES - Administration,Autres activités administratives : Rédaction de l'offre d'emploi de Vanessa,,,1,true,2025-12-23 10:52:01.224,2025-12-23 10:52:01.224,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-15 23:00:00,false,,,true,,MEDIUM,DONE,9GF7wwM4uEzU5qygnazEe,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
WOH5oCkAAQk_-8TjfSyRf,AUTRES - Administration,"Saisie des données de grille salariale de la CAISTAB ",,,8,true,2025-11-21 13:32:32.073,2025-11-21 13:32:32.073,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-18 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,VPfxEMuzv9rvRvQGKEzlz,MOYEN,,,,OPERATIONAL,AUTRES - Administration,WEEKLY
WP4G9twX6WZpTt2nFFLod,Traitement de dossier,Revues sur les dossiers des stagiaires de la CDC,,,16,true,2025-11-10 16:04:53.621,2025-11-10 16:38:26.145,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-03 23:00:00,false,,,false,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,Traitement de dossier,MONTHLY
wREpioGTQ_5UgrVULS4Td,AUTRES - Développement/Learning,Autres activités de développement et formation :  Monday motivation,,,0.5,true,2025-12-29 13:18:34.652,2025-12-29 13:18:34.652,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-29 13:09:47.875,false,,,true,,MEDIUM,DONE,ls6wx9_8QP5-3Xbu7eCyJ,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,WEEKLY_MONTHLY
WSlSbwEYKUacEeXnoO3X5,AUTRES - Développement/Learning,Autres activités de développement et formation : Exploitation du site interne ODILLON avec Déreck,,,0.5,true,2025-12-01 16:08:50.04,2025-12-01 16:08:50.04,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-26 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
WTZh7sztTRhyQZBuw6rB8,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Enregistrement des agents de la CDC,,,1,true,2025-11-26 08:25:31.562,2025-11-26 08:25:31.562,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-24 23:00:00,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Indicateurs de performance,WEEKLY
wu4AsNxzWlXNWBIA26zCQ,Déplacement professionnel externe,Déplacement pour mission professionnelle hors de l'entreprise: Dépôt de la facture à la SEEG,,,0.5,true,2025-12-10 14:57:58.658,2025-12-10 14:57:58.658,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-10 14:53:53.977,false,,,true,,MEDIUM,DONE,S0BsD2Y0Ydqcbn8lcY7_P,MOYEN,,,,OPERATIONAL,Déplacement professionnel externe,PUNCTUAL
wuvUU97KvPa41-NcZYBkR,Formation interne Odillon,Formation interne organisée par Odillon : Sur la Gestion des congés,,,0,true,2025-11-13 12:32:21.607,2025-11-13 12:32:21.607,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-09 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
wxeN396Tldi_nWooFgY9A,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting: contrôle des lettres de revalorisation salariale CDC,,,5,true,2025-12-16 07:28:25.205,2025-12-16 07:28:25.205,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-10 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,S0BsD2Y0Ydqcbn8lcY7_P,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
x6RjAySdohGLCuyq6o8_g,Evaluation des fin de CDD,"Évaluation en fin de contrat CDD : 
- Contrôle des CDD arrivés à terme ( 3 employés)",,,0.5,true,2025-12-01 15:58:55.398,2025-12-01 15:58:55.398,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,Evaluation des fin de CDD,WEEKLY_MONTHLY
XAkEBO-gtVL-MblAPYEa8,Archivage hebdomadaire,Archivage des documents administratifs : Archivage physique et numérique des fichiers et des documents contrôler / documents de recrutement,,,1.5,true,2025-11-18 18:14:42.376,2025-11-18 18:14:42.376,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-18 17:57:13.188,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,OPERATIONAL,Archivage hebdomadaire,WEEKLY
xHM9f5OdKnOeIyhhuJ0nK,Rédaction des fiches de poste,Rédaction et mise à jour des fiches de poste: Rédaction de deux fiches de poste ODILLON,,,3,true,2025-12-01 14:17:59.472,2025-12-01 14:17:59.472,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-01 14:16:13.92,false,,,true,,MEDIUM,IN_PROGRESS,q-45gsy2zaVvh5S-4CljW,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
xHq9Ras7P1z4Ps0p7roVG,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting : Pyramide des ÂGES,,,1,true,2025-12-17 10:37:00.423,2025-12-17 10:37:00.423,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-15 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
xld5xUta5pvg6NwHHq7Fd,Rapport mensuel,"Rapport mensuel d'activité RH : Pré-rapport mensuel ",,,3,true,2025-12-01 14:48:27.285,2025-12-01 14:48:27.285,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-24 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
xlM6ivgqE9k2HHW2B8bZl,Suivi du plan de congé,"Suivi et contrôle du plan de congé : Reclassement des congés sectionnés ",,,2,true,2025-12-22 10:16:30.112,2025-12-22 10:16:30.112,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-17 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Suivi du plan de congé,WEEKLY
Xs4afuRG014HZ91GofEZi,Formation interne Odillon,Formations internes organisées par Odillon sur la plateforme Chronodil,,,1,true,2025-11-13 13:48:56.881,2025-11-13 13:48:56.881,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-09 23:00:00,false,,,true,,MEDIUM,DONE,yRlRbOWTZl9uRHHgWqnbZ,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
xUE2zWLn3niAA0KuJhPl9,AUTRES - Administration,Autres activités administratives: Retranscription de la procédure de départ à la retraite au format indiqué,,,2,true,2025-12-02 14:41:35.728,2025-12-02 14:41:35.728,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-02 14:39:18.201,false,,,true,,MEDIUM,IN_PROGRESS,q-45gsy2zaVvh5S-4CljW,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
xUVeVQ8s0CWll6g5FX_HU,Formation interne Odillon,Formation interne organisée par Odillon : Sur le mode d'emploi de l'application chronodil,,,0,true,2025-11-13 12:29:03.466,2025-11-13 12:29:03.466,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-09 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
XW-qkrrQvCMk198Vqc-Nn,Formation,Formation sur la gestion des congés,,,3,true,2025-11-10 09:25:18.336,2025-11-13 13:57:32.101,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-09 23:00:00,false,,,false,,MEDIUM,DONE,yRlRbOWTZl9uRHHgWqnbZ,MOYEN,,,,OPERATIONAL,Formation,DAILY
xYwQGtwGZHMmRm82onU_A,AUTRES - Développement/Learning,"Recherche et auto-formation sur la procédure de paie ",,,1.5,true,2025-12-01 13:00:20.785,2025-12-01 13:00:20.785,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-30 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,uEw2JOGCS48WADhQTjScf,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
YbxDPgDCOdZQSSj6NIzyJ,AUTRES - Administration,Autres activités administratives : Mise à jour du fichier des états des fiches de poste et d'objectifs avec Madame Sylvie,,,2.5,true,2025-12-23 11:39:09.347,2025-12-23 11:39:09.347,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-17 23:00:00,false,,,true,,MEDIUM,DONE,9GF7wwM4uEzU5qygnazEe,MOYEN,,,,OPERATIONAL,AUTRES - Administration,MONTHLY
yCyu8NKhycffe-_PvhZPq,Rapport mensuel,"Rapport mensuel d'activité RH d'octobre ",,,1,true,2025-11-17 10:55:22.129,2025-11-17 10:55:22.129,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-06 23:00:00,false,,,false,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
YD7Zu2nZ5uPnx0BNy7K8m,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting : contrôle de la variable,,,3,true,2025-11-18 09:46:54.801,2025-11-18 09:46:54.801,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-12 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,MONTHLY
yKlCsThNFdYbxa_p0hdc6,AUTRES - Contrôle et Reporting,"Compte rendu de la téunion de la SEEG ",,,1.5,true,2025-11-27 13:37:58.915,2025-11-27 13:37:58.915,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
Yn-fSjPKUPJAlv_Q5G2oz,Formation interne Odillon,Formations internes organisées par Odillon / Formation sur les congés et Chronodil,,,4,true,2025-11-14 17:28:05.144,2025-11-14 17:28:05.144,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-09 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,I6UCd_Orp7BUYCn7JICJc,MOYEN,,,,OPERATIONAL,Formation interne Odillon,WEEKLY
ynRqNQnCgu0tqrtoZSHjS,AUTRES - Administration,"Autres activités administratives : Création d'un formulaire d'absence ",,,2,true,2025-11-19 17:21:11.438,2025-11-19 17:21:11.438,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-19 17:12:46.986,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
YWLqj_bIEVXhO6jh61hTc,Rapport mensuel,"Rapport mensuel d'activité RH : Echange avec le RH pour la collecte des informations manquantes pour finaliser le rapport
Correction du Rapport mensuel finaliser",,,5,true,2025-11-14 17:36:16.011,2025-11-14 17:36:16.011,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-10 23:00:00,false,,,true,,MEDIUM,DONE,I6UCd_Orp7BUYCn7JICJc,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
Z_b3tpjVynvl74a4_2ZAY,Projet - Odillon,Projets internes Odillon,,,4,true,2025-11-13 13:47:07.988,2025-11-13 14:16:10.229,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-07 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,yRlRbOWTZl9uRHHgWqnbZ,MOYEN,,,,OPERATIONAL,Projet - Odillon,DAILY
z4SupXMh0DNvsZ4w5Ygxw,Formation interne Odillon,Formations internes organisées par Odillon : Formation sur CHRONODIL et INFOMANIAK par Déreck,,,3,true,2025-11-14 17:00:06.767,2025-11-14 17:00:06.767,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-14 16:57:49.163,false,,,true,,MEDIUM,DONE,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
zesA153uzkV8KsVuk4x5m,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Liste de présence des agent d' Odillon,,,2,true,2025-11-24 15:42:45.294,2025-11-24 15:42:45.294,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-27 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Indicateurs de performance,MONTHLY
ZlJyyy_HGnh4ldxxAGr-z,AUTRES - Administration,Autres activités administratives : Intervention de l'informaticien pour transfère des fichiers d'un ordinateur à l'autre pour récupérer mes fichiers.,,,2,true,2025-11-14 17:04:23.929,2025-11-14 17:04:23.929,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
zN1ipzc9MrtGisEoB-_FA,Formation,"Formation sur les congés ",,,8,true,2025-11-10 09:08:32.052,2025-11-10 09:08:32.052,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-10 09:06:32.13,false,,,true,,MEDIUM,IN_PROGRESS,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,OPERATIONAL,Formation,DAILY
